time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2020/05/26/02:02:25.269031,35796,1590426145,268928533,robotiq_ft_frame_id,-10.8299999237,239.309997559,4.07999992371,5.22700023651,2.125,1.33800005913
2020/05/26/02:02:25.285466,35797,1590426145,285234314,robotiq_ft_frame_id,-10.8699998856,239.36000061,4.07999992371,5.22700023651,2.12599992752,1.3370000124
2020/05/26/02:02:25.301809,35798,1590426145,301572269,robotiq_ft_frame_id,-10.9200000763,239.330001831,4.19000005722,5.22499990463,2.125,1.33599996567
2020/05/26/02:02:25.318133,35799,1590426145,317886272,robotiq_ft_frame_id,-10.9099998474,239.339996338,4.11000013351,5.22700023651,2.12700009346,1.33800005913
2020/05/26/02:02:25.334389,35800,1590426145,334257198,robotiq_ft_frame_id,-10.8500003815,239.289993286,4.05999994278,5.22700023651,2.12599992752,1.33800005913
2020/05/26/02:02:25.350772,35801,1590426145,350622275,robotiq_ft_frame_id,-10.8100004196,239.350006104,4.11000013351,5.22599983215,2.12599992752,1.33800005913
2020/05/26/02:02:25.367089,35802,1590426145,366905421,robotiq_ft_frame_id,-10.7899999619,239.369995117,4.11999988556,5.22700023651,2.12400007248,1.33899998665
2020/05/26/02:02:25.383390,35803,1590426145,383209532,robotiq_ft_frame_id,-10.8400001526,239.300003052,4.11999988556,5.22599983215,2.125,1.33800005913
2020/05/26/02:02:25.399905,35804,1590426145,399563109,robotiq_ft_frame_id,-10.8199996948,239.320007324,4.17000007629,5.22499990463,2.12299990654,1.33800005913
2020/05/26/02:02:25.416063,35805,1590426145,415875084,robotiq_ft_frame_id,-10.9600000381,239.449996948,4.07000017166,5.22800016403,2.12800002098,1.33800005913
2020/05/26/02:02:25.432368,35806,1590426145,432166898,robotiq_ft_frame_id,-10.7700004578,239.220001221,4.07000017166,5.22599983215,2.12299990654,1.33800005913
2020/05/26/02:02:25.448713,35807,1590426145,448538335,robotiq_ft_frame_id,-10.8100004196,239.259994507,4.07000017166,5.22599983215,2.125,1.34000003338
2020/05/26/02:02:25.461007,35808,1590426145,460813477,robotiq_ft_frame_id,-10.8299999237,239.300003052,4.11999988556,5.22499990463,2.125,1.34000003338
2020/05/26/02:02:25.477381,35809,1590426145,477215043,robotiq_ft_frame_id,-10.8299999237,239.320007324,4.13999986649,5.22599983215,2.12599992752,1.33899998665
2020/05/26/02:02:25.493778,35810,1590426145,493602638,robotiq_ft_frame_id,-10.8599996567,239.410003662,4.15000009537,5.22800016403,2.125,1.33599996567
