time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.pulse,.position,.velocity,.torque
2020/05/26/02:05:06.160971,1255,1590426306,105536937,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.00118, -1e-05)"
2020/05/26/02:05:06.215479,1256,1590426306,160736083,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001182, -1e-05)"
2020/05/26/02:05:06.269411,1257,1590426306,215265989,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001182, -1e-05)"
2020/05/26/02:05:06.324114,1258,1590426306,269283056,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004543, 0.000589, 0.001182, -1.2e-05)"
2020/05/26/02:05:06.378366,1259,1590426306,323975086,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004543, 0.000589, 0.001184, -1.2e-05)"
2020/05/26/02:05:06.431444,1260,1590426306,378298997,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.2e-05, -0.003764, 5.6e-05, 0.004545, 0.000589, 0.001184, -1.4e-05)"
2020/05/26/02:05:06.487861,1261,1590426306,431380033,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001186, -1.4e-05)"
2020/05/26/02:05:06.541992,1262,1590426306,487596988,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001186, -1.4e-05)"
2020/05/26/02:05:06.595052,1263,1590426306,541815042,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(124.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(6.3e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001186, -1.6e-05)"
2020/05/26/02:05:06.651553,1264,1590426306,595032930,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001188, -1.6e-05)"
2020/05/26/02:05:06.705616,1265,1590426306,651328086,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001188, -1.8e-05)"
2020/05/26/02:05:06.759465,1266,1590426306,705406904,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.00119, -1.8e-05)"
2020/05/26/02:05:06.814689,1267,1590426306,759351015,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.00119, -1.8e-05)"
2020/05/26/02:05:06.868119,1268,1590426306,814534902,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003769, 5.6e-05, 0.004545, 0.000589, 0.00119, -2e-05)"
2020/05/26/02:05:06.923433,1269,1590426306,867933988,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003769, 5.6e-05, 0.004545, 0.000589, 0.001192, -2e-05)"
2020/05/26/02:05:06.977179,1270,1590426306,923465967,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004543, 0.000589, 0.001192, -2e-05)"
2020/05/26/02:05:07.030610,1271,1590426306,977067947,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001194, -2.2e-05)"
2020/05/26/02:05:07.086495,1272,1590426307,30334949,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004543, 0.000589, 0.001194, -2.2e-05)"
2020/05/26/02:05:07.141027,1273,1590426307,86427927,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001194, -2.2e-05)"
2020/05/26/02:05:07.194951,1274,1590426307,141000032,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003764, 5.6e-05, 0.004545, 0.000589, 0.001196, -2.4e-05)"
2020/05/26/02:05:07.249417,1275,1590426307,194892883,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001196, -2.4e-05)"
2020/05/26/02:05:07.303120,1276,1590426307,249314069,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003764, 5.6e-05, 0.004543, 0.000589, 0.001198, -2.6e-05)"
2020/05/26/02:05:07.356426,1277,1590426307,302892923,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.001198, -2.6e-05)"
2020/05/26/02:05:07.411136,1278,1590426307,356292009,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, -124.8, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003767, 0.000102, 0.004543, 0.000589, 0.001198, -2.6e-05)"
2020/05/26/02:05:07.463855,1279,1590426307,411070108,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004545, 0.000589, 0.0012, -2.9e-05)"
2020/05/26/02:05:07.520343,1280,1590426307,463795900,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.4e-05, -0.003767, 5.6e-05, 0.004547, 0.000589, 0.0012, -2.9e-05)"
2020/05/26/02:05:07.573908,1281,1590426307,520262956,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.2e-05, -0.003767, 5.6e-05, 0.004547, 0.000589, 0.0012, -2.9e-05)"
2020/05/26/02:05:07.628266,1282,1590426307,573770999,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(7.7e-05, -0.003769, 5.8e-05, 0.004547, 0.000589, 0.001202, -3.1e-05)"
2020/05/26/02:05:07.681074,1283,1590426307,628074884,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 5, -4, 0, 0, 0, 1)","(-0.0043, -0.0043, -0.0034, 0.0, 0.0, 0.0, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(9.9e-05, -0.003511, 9e-05, 0.004216, 0.000591, 0.000698, -3.5e-05)"
2020/05/26/02:05:07.735041,1284,1590426307,680905103,,"['joint_S', 'joint_L', 'joint_E', 'joint_U', 'joint_R', 'joint_B', 'joint_T']","(-5, 6, -4, -1, 0, -3, 1)","(-0.0043, -0.0052, -0.0034, -0.0008, 0.0, -0.0029, -0.0014)","(0.0, 0.0, 0.0, 0.0, 0.0, -249.6, 0.0)","(0.000145, -0.002969, 0.000154, 0.003604, 0.000601, -0.002333, -3.9e-05)"
