time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2020/05/26/02:03:45.684954,40830,1590426225,684754359,robotiq_ft_frame_id,-10.6300001144,239.119995117,4.23000001907,5.22700023651,2.13000011444,1.32799994946
2020/05/26/02:03:45.701289,40831,1590426225,701084177,robotiq_ft_frame_id,-10.8199996948,239.320007324,4.19000005722,5.23099994659,2.13599991798,1.3259999752
2020/05/26/02:03:45.717637,40832,1590426225,717427431,robotiq_ft_frame_id,-10.75,239.229995728,4.19999980927,5.23000001907,2.13499999046,1.3259999752
2020/05/26/02:03:45.733993,40833,1590426225,733771793,robotiq_ft_frame_id,-10.6499996185,239.270004272,4.19999980927,5.22800016403,2.13100004196,1.32700002193
2020/05/26/02:03:45.750309,40834,1590426225,750126803,robotiq_ft_frame_id,-10.6999998093,239.149993896,4.15999984741,5.22599983215,2.13499999046,1.3259999752
2020/05/26/02:03:45.766657,40835,1590426225,766501156,robotiq_ft_frame_id,-10.6899995804,239.13999939,4.19000005722,5.22499990463,2.13499999046,1.3259999752
2020/05/26/02:03:45.783017,40836,1590426225,782870451,robotiq_ft_frame_id,-10.6599998474,239.240005493,4.25,5.22700023651,2.13100004196,1.32799994946
2020/05/26/02:03:45.799411,40837,1590426225,799265013,robotiq_ft_frame_id,-10.6800003052,239.330001831,4.25,5.22800016403,2.13199996948,1.3259999752
2020/05/26/02:03:45.815819,40838,1590426225,815639593,robotiq_ft_frame_id,-10.6700000763,239.279998779,4.23999977112,5.22800016403,2.13199996948,1.32700002193
2020/05/26/02:03:45.832115,40839,1590426225,831963326,robotiq_ft_frame_id,-10.6499996185,239.13999939,4.13000011444,5.22700023651,2.13100004196,1.32799994946
2020/05/26/02:03:45.844334,40840,1590426225,844180855,robotiq_ft_frame_id,-10.6199998856,239.130004883,4.15000009537,5.22599983215,2.1289999485,1.32799994946
2020/05/26/02:03:45.860642,40841,1590426225,860483042,robotiq_ft_frame_id,-10.7100000381,239.300003052,4.21999979019,5.22900009155,2.13199996948,1.32700002193
2020/05/26/02:03:45.877006,40842,1590426225,876782284,robotiq_ft_frame_id,-10.6599998474,239.279998779,4.23000001907,5.22900009155,2.13199996948,1.3259999752
2020/05/26/02:03:45.893337,40843,1590426225,893096888,robotiq_ft_frame_id,-10.6199998856,239.399993896,4.32000017166,5.22900009155,2.13000011444,1.32500004768
2020/05/26/02:03:45.909636,40844,1590426225,909462756,robotiq_ft_frame_id,-10.75,239.210006714,4.23999977112,5.22800016403,2.13599991798,1.32500004768
2020/05/26/02:03:45.926037,40845,1590426225,925772453,robotiq_ft_frame_id,-10.6899995804,239.240005493,4.21000003815,5.22800016403,2.13400006294,1.3259999752
2020/05/26/02:03:45.942254,40846,1590426225,942060296,robotiq_ft_frame_id,-10.6999998093,239.300003052,4.25,5.23099994659,2.13199996948,1.32700002193
2020/05/26/02:03:45.958591,40847,1590426225,958366997,robotiq_ft_frame_id,-10.6700000763,239.279998779,4.21999979019,5.23000001907,2.13199996948,1.3259999752
2020/05/26/02:03:45.974887,40848,1590426225,974720900,robotiq_ft_frame_id,-10.720000267,239.300003052,4.19000005722,5.23000001907,2.13499999046,1.3259999752
2020/05/26/02:03:45.991209,40849,1590426225,991008722,robotiq_ft_frame_id,-10.6999998093,239.36000061,4.26999998093,5.22800016403,2.13199996948,1.32700002193
2020/05/26/02:03:46.007411,40850,1590426226,7293399,robotiq_ft_frame_id,-10.6300001144,239.289993286,4.19999980927,5.22800016403,2.13000011444,1.3259999752
2020/05/26/02:03:46.023741,40851,1590426226,23572660,robotiq_ft_frame_id,-10.7100000381,239.240005493,4.13999986649,5.22700023651,2.13499999046,1.32700002193
2020/05/26/02:03:46.040090,40852,1590426226,39892852,robotiq_ft_frame_id,-10.7600002289,239.259994507,4.15000009537,5.22800016403,2.13499999046,1.32799994946
2020/05/26/02:03:46.052356,40853,1590426226,52102387,robotiq_ft_frame_id,-10.7399997711,239.339996338,4.15999984741,5.22900009155,2.13499999046,1.3259999752
2020/05/26/02:03:46.068604,40854,1590426226,68411162,robotiq_ft_frame_id,-10.779999733,239.300003052,4.17000007629,5.22900009155,2.13700008392,1.32700002193
2020/05/26/02:03:46.085000,40855,1590426226,84737328,robotiq_ft_frame_id,-10.7399997711,239.220001221,4.26000022888,5.22599983215,2.13499999046,1.32700002193
2020/05/26/02:03:46.101301,40856,1590426226,101133323,robotiq_ft_frame_id,-10.6899995804,239.25,4.23999977112,5.22800016403,2.13400006294,1.32700002193
2020/05/26/02:03:46.117620,40857,1590426226,117460954,robotiq_ft_frame_id,-10.6899995804,239.270004272,4.17999982834,5.22800016403,2.13499999046,1.32700002193
2020/05/26/02:03:46.133870,40858,1590426226,133745223,robotiq_ft_frame_id,-10.720000267,239.190002441,4.19999980927,5.22800016403,2.13400006294,1.3259999752
2020/05/26/02:03:46.150319,40859,1590426226,150093980,robotiq_ft_frame_id,-10.6599998474,239.229995728,4.17000007629,5.22900009155,2.13100004196,1.32700002193
2020/05/26/02:03:46.166594,40860,1590426226,166429973,robotiq_ft_frame_id,-10.75,239.270004272,4.19999980927,5.23000001907,2.13400006294,1.32799994946
2020/05/26/02:03:46.182871,40861,1590426226,182721111,robotiq_ft_frame_id,-10.720000267,239.210006714,4.21999979019,5.22700023651,2.13400006294,1.3259999752
2020/05/26/02:03:46.199311,40862,1590426226,199034918,robotiq_ft_frame_id,-10.7100000381,239.210006714,4.26000022888,5.22700023651,2.132999897,1.3259999752
2020/05/26/02:03:46.215563,40863,1590426226,215345286,robotiq_ft_frame_id,-10.6400003433,239.369995117,4.21000003815,5.23000001907,2.13100004196,1.3259999752
